evid,datetime,lat,lon,depth,loc_type,loc_grid,mag,mag_type,mag_method,mag_unc,mag_orig,mag_orig_type,mag_orig_unc,ndef,nsta,nmag,t_res,reloc,tect_class,tect_method,domain_no,domain_type,strike,dip,rake,f_length,f_width,f_type,z_tor,z_bor,hyp_lat,hyp_lon,hyp_strike,hyp_dip,corner_0_lat,corner_0_lon,corner_0_depth,corner_1_lat,corner_1_lon,corner_1_depth,corner_2_lat,corner_2_lon,corner_2_depth,corner_3_lat,corner_3_lon,corner_3_depth
2017p615815,2017-08-16T20:26:22.880294Z,-40.8854,172.5587,22,CMT,CMT,4.2,Mw,CMT,0.161411788,4.451837974,M,,36,27,113,0.58119861,no,Crustal,hik_kerm_fault_300km_wgs84_poslon,13,Contractional,344,78,1,1.104771205,1.801321423,cmt_unc,21.00178857,22.7637468,-40.8854,172.5587,0.4682489,0.566535242,-40.89040351,172.5579383,21001.78857,-40.88082318,172.5543877,21001.78857,-40.88948989,172.5622178,22763.7468,-40.87990969,172.5586667,22763.7468
2017p618484,2017-08-17T20:08:49.925585Z,-38.3157,176.1299,135,CMT,CMT,4.2,Mw,CMT,0.483232514,4.616697855,M,,116,91,149,0.504327785,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,152,64,41,1.405514417,1.677751469,cmt_unc,134.2855191,135.7934721,-38.3157,176.1299,0.365018283,0.473808456,-38.310131,176.1304245,134285.5191,-38.32109699,176.1384425,134285.5191,-38.31343612,176.1231412,135793.4721,-38.32440263,176.1311585,135793.4721
2017p622484,2017-08-19T07:39:36.804421Z,-40.3715,176.1511,42,CMT,CMT,4.3,Mw,CMT,0.189163644,4.38156584,M,,30,20,130,0.383123545,no,Slab,hik_kerm_fault_300km_wgs84_poslon,5,Strike-slip,216,49,-92,2.214790648,2.364682001,cmt_unc,41.5337063,43.31835446,-40.3715,176.1511,0.484283258,0.261280464,-40.36552949,176.1621068,41533.7063,-40.38206584,176.1475476,41533.7063,-40.35772966,176.1469648,43318.35446,-40.37426419,176.1324033,43318.35446
2017p624298,2017-08-19T23:46:05.013364Z,-37.02657318,176.9766998,193.0923309,LOCSAT,iasp91,4.068877431,ML,uncorrected,0.461479131,4.068877431,M,,58,53,113,0.446081802,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,47.730158,55.783829,-94,1.554204883,1.928736445,domain,192.4859917,194.0809061,-37.02657318,176.9766998,0.50667548,0.380170394,-37.02891603,176.9671587,192485.9917,-37.01908258,176.9795671,192485.9917,-37.03585888,176.9757177,194080.9061,-37.02602453,176.9881259,194080.9061
2017p636803,2017-08-24T14:48:50.718380Z,-42.336,172.9411,42,CMT,CMT,4,Mw,CMT,0.217197662,4.478661414,M,,25,18,131,0.229815964,no,Interface,hik_kerm_fault_300km_wgs84_poslon,14,Strike-slip,118,47,-13,1.349615894,1.945693468,cmt_unc,41.42140555,42.84439567,-42.336,172.9411,0.530377165,0.406604686,-42.32868057,172.9365102,41421.40555,-42.33439402,172.9509692,41421.40555,-42.33922805,172.9289371,42844.39567,-42.34494244,172.9433978,42844.39567
2017p641197,2017-08-26T05:50:16.013256Z,-37.38737488,177.4216766,81.9214325,LOCSAT,iasp91,4.119303462,ML,uncorrected,0.316194479,4.119303462,M,,43,38,118,0.37771546,no,Undetermined,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,30.207355,57.971548,-94,1.675434041,2.020217831,domain,81.28443898,82.99714904,-37.38737488,177.4216766,0.515451766,0.371921397,-37.39260879,177.4131923,81284.43898,-37.37924092,177.4219214,81284.43898,-37.39706277,177.4239068,82997.14904,-37.38369421,177.4326343,82997.14904
2017p660790,2017-09-02T11:49:19.805811Z,-38.44432449,175.866684,166.4163361,LOCSAT,iasp91,4.015174085,ML,uncorrected,0.391539155,4.015174085,M,,91,84,146,0.420657703,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,34.916423,49.960909,-94,1.325996586,1.662941935,domain,165.78926,167.0624178,-38.44432449,175.866684,0.546353507,0.492536049,-38.44719379,175.857097,165789.26,-38.43719476,175.8653966,165789.26,-38.45245982,175.8673554,167062.4178,-38.4424601,175.8756541,167062.4178
2017p666283,2017-09-04T12:35:39.312884Z,-42.456,173.4694,11,CMT,CMT,4.1,Mw,CMT,0.197159444,4.136631966,M,,25,20,85,0.483565874,no,Crustal,hik_kerm_fault_300km_wgs84_poslon,17,Contractional,242,45,150,0.736738937,1.21055591,cmt_unc,10.51074122,11.36673352,-42.456,173.4694,0.636858783,0.571569139,-42.45787428,173.4772461,10510.74122,-42.4610218,173.4693581,10510.74122,-42.4510881,173.4723076,11366.73352,-42.45423528,173.4644201,11366.73352
2017p673804,2017-09-07T07:23:03.935201Z,-45.2726,167.6309,111,CMT,CMT,4.4,Mw,CMT,0.177785317,4.307816631,M,,65,56,7,1.051360602,no,Undetermined,puy_slab2_dep_02.26.18,23,Crustal block,115,56,119,1.857346949,2.746107161,cmt_unc,110.2665503,112.5431764,-45.2726,167.6309,0.560037677,0.322165194,-45.2642028,167.622342,110266.5503,-45.2722444,167.643041,110266.5503,-45.27628582,167.6129231,112543.1764,-45.28432928,167.6336249,112543.1764
2017p675772,2017-09-08T00:51:46.124511Z,-42.6307,172.8611,13,CMT,CMT,4.2,Mw,CMT,0.212427329,4.483793545,M,,22,17,86,0.411659678,no,Crustal,hik_kerm_fault_300km_wgs84_poslon,17,Contractional,2,46,42,0.966065309,1.312115282,cmt_unc,12.4624182,13.40627494,-42.6307,172.8611,0.403138285,0.569558681,-42.63403396,172.854599,12462.4182,-42.62533974,172.8550304,12462.4182,-42.634334,172.8657084,13406.27494,-42.62563973,172.8661382,13406.27494
2017p677157,2017-09-08T13:09:34.434548Z,-44.2504158,167.4631348,5,LOCSAT,iasp91,4.56797356,ML,uncorrected,0.190897035,4.56797356,M,,15,11,38,0.886367695,no,Crustal,,24,Contractional,37.796809,46.336769,127,1.948322558,1.710458442,domain,4.129609465,5.366972836,-44.2504158,167.4631348,0.525477781,0.70342355,-44.25232374,167.4468755,4129.609465,-44.23925282,167.4630606,4129.609465,-44.25937595,167.4578985,5366.972836,-44.24630344,167.4740834,5366.972836
2017p690573,2017-09-13T12:17:21.284890Z,-41.658,174.0475,34,CMT,CMT,3.7,Mw,CMT,0.21538528,4.144191788,M,,23,18,106,0.450662559,no,Interface,hik_kerm_fault_300km_wgs84_poslon,14,Strike-slip,125,65,17,0.79372263,0.981807254,cmt_unc,33.50764172,34.39746128,-41.658,174.0475,0.444375871,0.553323735,-41.65450158,174.0455549,33507.64172,-41.65853022,174.0534291,33507.64172,-41.6575885,174.0427465,34397.46128,-41.66161733,174.0506208,34397.46128
2017p698940,2017-09-16T14:35:57.195467Z,-37.88762665,176.3048859,181.4471741,LOCSAT,iasp91,4.40783507,ML,uncorrected,0.548885418,4.40783507,M,,92,87,153,0.357953478,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,40.71605,51.627924,-94,2.063931653,1.566432829,domain,180.6239707,181.8520479,-37.88762665,176.3048859,0.560619013,0.670318955,-37.89208991,176.2908884,180623.9707,-37.87758491,176.305545,180623.9707,-37.89756288,176.2995118,181852.0479,-37.88305685,176.3141677,181852.0479
2017p708005,2017-09-19T23:05:06.680304Z,-36.25515366,179.2831421,110.2284164,LOCSAT,iasp91,4.783850868,ML,uncorrected,0.184231301,4.783850868,M,,45,36,59,0.798692405,no,Slab,hik_kerm_fault_300km_wgs84_poslon,6,Crustal block,7.537206,78.48963,89,3.073979347,3.237807672,domain,108.7251321,111.8978229,-36.25515366,179.2831421,0.512260272,0.473819991,-36.26908058,179.278594,108725.1321,-36.24153655,179.280861,108725.1321,-36.26946621,179.2857432,111897.8229,-36.24192229,179.2880076,111897.8229
2017p708412,2017-09-20T02:42:10.036814Z,-41.4794,174.3373,25,CMT,CMT,4.7,Mw,CMT,0.137188482,5.080255738,M,,34,24,141,0.407248761,no,Interface,hik_kerm_fault_300km_wgs84_poslon,14,Strike-slip,223,47,133,3.081639063,3.184872284,cmt_unc,23.96983382,26.29910195,-41.4794,174.3373,0.581450346,0.442270327,-41.47322881,174.3602221,23969.83382,-41.49381892,174.3354751,23969.83382,-41.46011255,174.3409272,26299.10195,-41.48069857,174.3161789,26299.10195
2017p710337,2017-09-20T19:47:59.078684Z,-44.299,168.1446,11,CMT,CMT,3.9,Mw,CMT,0.190316037,4.554505991,M,,16,9,58,0.514415739,no,Crustal,,24,Contractional,171,68,75,1.058151951,0.951291742,cmt_unc,10.76828175,11.65030409,-44.299,168.1446,0.442578536,0.262712452,-44.29472946,168.1451935,10768.28175,-44.30419302,168.1464868,10768.28175,-44.29504217,168.140756,11650.30409,-44.30450575,168.1420487,11650.30409
2017p712954,2017-09-21T19:02:09.398118Z,-44.3962,167.9082,9,CMT,CMT,3.8,Mw,CMT,0.169111605,4.382978622,M,,15,10,54,0.522030827,no,Crustal,,24,Contractional,157,79,20,0.724983846,0.864390008,cmt_unc,8.451809912,9.30031864,-44.3962,167.9082,0.422974371,0.646062993,-44.39328328,167.9081807,8451.809912,-44.39942593,167.9112035,8451.809912,-44.39377629,167.9062317,9300.31864,-44.39991898,167.9092543,9300.31864
2017p723159,2017-09-25T13:39:33.766675Z,-38.2354,178.3647,18,CMT,CMT,4.3,Mw,CMT,0.182696072,4.299161699,M,,22,16,100,1.109299126,no,Interface,hik_kerm_fault_300km_wgs84_poslon,6,Crustal block,10,80,105,2.396333936,2.567537086,cmt_unc,17.33886489,19.86739532,-38.2354,178.3647,0.523256039,0.261470102,-38.246472,178.3617196,17338.86489,-38.22507946,178.3648936,17338.86489,-38.24693768,178.3667667,19867.39532,-38.22554511,178.3699391,19867.39532
2017p731452,2017-09-28T15:17:28.357280Z,-47.50878906,166.0071564,12,LOCSAT,iasp91,4.764411093,ML,uncorrected,0.183477211,4.764411093,M,,20,13,24,0.882418665,no,Crustal,puy_slab2_dep_02.26.18,22,Peripheral platform,95.119576,57.756206,78,2.445030372,2.19373563,domain,10.73136768,12.58679773,-47.50878906,166.0071564,0.509926568,0.683740311,-47.49973071,165.9928146,10731.36768,-47.50364579,166.0246501,10731.36768,-47.51005696,165.9900454,12586.79773,-47.51397312,166.0218868,12586.79773
2017p735876,2017-09-30T06:34:33.182658Z,-37.0765,179.0948,64,CMT,CMT,4.9,Mw,CMT,0.197638516,5.256951046,M,,47,39,127,0.684031281,no,Slab,hik_kerm_fault_300km_wgs84_poslon,6,Crustal block,262,76,-21,2.936176052,3.158493598,cmt_unc,62.25048179,65.31515463,-37.0765,179.0948,0.701428331,0.570866225,-37.07658841,179.118398,62250.48179,-37.08193095,179.0861661,62250.48179,-37.06986806,179.1166616,65315.15463,-37.07520988,179.0844323,65315.15463
2017p741217,2017-10-02T06:00:37.649998Z,-41.7078,174.3244,23,CMT,CMT,4.2,Mw,CMT,0.174180006,4.403528912,M,,26,16,92,0.35947033,no,Interface,hik_kerm_fault_300km_wgs84_poslon,14,Strike-slip,10,58,85,1.988816387,1.401246087,cmt_unc,22.47228781,23.66061189,-41.7078,174.3244,0.465238222,0.444081037,-41.71555673,174.3187241,22472.28781,-41.69787235,174.3225131,22472.28781,-41.71661661,174.3275365,23660.61189,-41.69893197,174.3313231,23660.61189
2017p741873,2017-10-02T11:50:05.810101Z,-37.15312958,176.7518158,311.9978943,LOCSAT,iasp91,4.594052647,ML,uncorrected,0.594594636,4.594052647,M,,56,49,143,0.374544163,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,48.685848,63.791549,-94,2.429366379,2.73480523,domain,310.9526785,313.4063273,-37.15312958,176.7518158,0.45257308,0.425984264,-37.15659703,176.7388693,310952.6785,-37.1415213,176.75866,310952.6785,-37.16447351,176.7482336,313406.3273,-37.14939622,176.7680242,313406.3273
2017p759618,2017-10-09T01:24:57.321783Z,-41.7612,174.3259,21,CMT,CMT,3.8,Mw,CMT,0.178484787,4.065460583,M,,27,23,98,0.447228008,no,Interface,hik_kerm_fault_300km_wgs84_poslon,14,Strike-slip,147,74,-6,0.835251444,1.103652612,cmt_unc,20.37249335,21.43339233,-41.7612,174.3259,0.563726012,0.59148577,-41.75677635,174.3245394,20372.49335,-41.76302088,174.3301404,20372.49335,-41.7583036,174.3215019,21433.39233,-41.76454829,174.3271027,21433.39233
2017p787358,2017-10-19T07:44:22.438596Z,-37.0875,178.8081,25,CMT,CMT,4.3,Mw,CMT,0.224205602,4.489000906,M,,29,24,114,0.621954409,no,Interface,hik_kerm_fault_300km_wgs84_poslon,6,Crustal block,358,58,-93,2.202378249,2.450952046,cmt_unc,24.44978516,26.52831038,-37.0875,178.8081,0.434406641,0.264714054,-37.09635285,178.805292,24449.78516,-37.0766563,178.8029213,24449.78516,-37.09523164,178.8197922,26528.31038,-37.07553569,178.8174179,26528.31038
2017p795065,2017-10-22T04:10:59.674111Z,-42.3581,173.4589,11,CMT,CMT,5,Mw,CMT,0.201136609,5.588790533,M,,25,17,160,0.473920331,no,Crustal,hik_kerm_fault_300km_wgs84_poslon,14,Strike-slip,347,76,33,2.988222836,3.63833967,cmt_unc,9.171912822,12.70217825,-42.3581,173.4589,0.352552033,0.517832784,-42.3682779,173.4564586,9171.912822,-42.34208842,173.4481086,9171.912822,-42.36645281,173.466861,12702.17825,-42.3402641,173.4585069,12702.17825
2017p814685,2017-10-29T10:24:28.323749Z,-37.4618,177.3359,6,CMT,CMT,4.2,Mw,CMT,0.248427979,4.124634208,M,,72,60,135,0.465317792,no,Crustal,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,58,49,-128,1.736059436,1.647374754,cmt_unc,5.437717588,6.681007097,-37.4618,177.3359,0.439779755,0.452253806,-37.46208606,177.3256739,5437.717588,-37.45320757,177.3417951,5437.717588,-37.4700869,177.3326078,6681.007097,-37.46120742,177.3487298,6681.007097
2017p819775,2017-10-31T07:36:07.022652Z,-37.4081,177.3649,8,CMT,CMT,4.9,Mw,CMT,0.227198837,4.750828105,M,,27,21,151,0.436418156,no,Crustal,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,263,58,-76,3.866067633,2.588392394,cmt_unc,7.088851313,9.283932554,-37.4081,177.3649,0.558062554,0.415086544,-37.40989172,177.389967,7088.851313,-37.41572692,177.3469774,7088.851313,-37.39772629,177.3873687,9283.932554,-37.40356012,177.3443857,9283.932554
2017p821508,2017-10-31T22:59:51.206888Z,-37.4132,177.3477,5,CMT,CMT,4.9,Mw,CMT,0.231419318,4.723971528,M,,42,36,150,0.495021621,no,Crustal,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,241,65,-78,3.789126454,3.402516803,cmt_unc,3.879414557,6.963142031,-37.4132,177.3477,0.570105813,0.363386665,-37.40700296,177.371534,3879.414557,-37.42489119,177.3351483,3879.414557,-37.39599018,177.3630229,6963.142031,-37.41387559,177.3266401,6963.142031
2017p847270,2017-11-10T11:45:32.747248Z,-42.693,172.8392,14,CMT,CMT,3.9,Mw,CMT,0.200328027,4.224014474,M,,24,18,89,0.370076654,no,Crustal,hik_kerm_fault_300km_wgs84_poslon,17,Contractional,225,56,118,0.920152103,1.162940863,cmt_unc,13.63376153,14.5978832,-42.693,172.8392,0.567783818,0.37986748,-42.69125531,172.8458468,13633.76153,-42.69710376,172.8378886,13633.76153,-42.68710653,172.8402438,14597.8832,-42.6929546,172.8322857,14597.8832
2017p848124,2017-11-10T19:20:38.717563Z,-37.4372,177.4001,9,CMT,CMT,4.4,Mw,CMT,0.279412355,4.119358089,M,,17,14,103,0.343255608,no,Crustal,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,51,41,-104,2.429650496,1.516899107,cmt_unc,8.573546476,9.568721832,-37.4372,177.4001,0.418331346,0.428520985,-37.43998341,177.3878536,8573.546476,-37.42544847,177.4083279,8573.546476,-37.44767688,177.3964427,9568.721832,-37.43314043,177.4169171,9568.721832
2017p848863,2017-11-11T01:54:39.597106Z,-37.21101379,178.8685913,24.98338699,LOCSAT,iasp91,4.022845503,ML,uncorrected,0.216869687,4.022845503,M,,27,21,71,0.562923346,no,Interface,hik_kerm_fault_300km_wgs84_poslon,6,Crustal block,11.031315,71.862738,89,1.382725763,0.974177476,domain,24.27840012,25.20417411,-37.21101379,178.8685913,0.461342486,0.761510772,-37.2164262,178.865087,24278.40012,-37.20410928,178.8671078,24278.40012,-37.21678063,178.8684647,25204.17411,-37.20446371,178.8704849,25204.17411
2017p851921,2017-11-12T05:03:58.139223Z,-40.1206,175.4381,46,CMT,CMT,4.1,Mw,CMT,0.199703778,4.124132002,M,,22,14,122,0.388284331,no,Interface,hik_kerm_fault_300km_wgs84_poslon,12,Contractional,228,73,-109,2.038914049,1.742031004,cmt_unc,45.5560856,47.22199813,-40.1206,175.4381,0.439669664,0.266469213,-40.11592116,175.4468149,45556.0856,-40.12857606,175.4294873,45556.0856,-40.11259853,175.4426972,47221.99813,-40.12525282,175.4253697,47221.99813
2017p852531,2017-11-12T10:28:56.348882Z,-41.1744,174.427,42,CMT,CMT,4.4,Mw,CMT,0.178060708,4.818810656,M,,26,16,151,0.4597857,no,Slab,hik_kerm_fault_300km_wgs84_poslon,14,Strike-slip,55,33,-83,2.156473233,1.954141065,cmt_unc,41.55368763,42.61798914,-41.1744,174.427,0.502474047,0.419347679,-41.17511546,174.4117345,41553.68763,-41.16371695,174.4325452,41553.68763,-41.18706694,174.4231997,42617.98914,-41.17566635,174.4440121,42617.98914
2017p860319,2017-11-15T07:37:59.285334Z,-40.7656,176.3832,12,CMT,CMT,4.1,Mw,CMT,0.180138177,4.348021784,M,,24,18,17,0.655054124,no,Interface,hik_kerm_fault_300km_wgs84_poslon,0,Oceanic,223,43,102,1.807288492,1.429578887,cmt_unc,11.60407313,12.57904358,-40.7656,176.3832,0.557998379,0.406091149,-40.76122426,176.3948022,11604.07313,-40.77353915,176.3808277,11604.07313,-40.75507789,176.385433,12579.04358,-40.76739167,176.3714579,12579.04358
2017p861155,2017-11-15T15:03:33.433026Z,-41.5616,174.3005,21,CMT,CMT,4.3,Mw,CMT,0.178731333,4.677459181,M,,35,26,149,0.320244258,no,Crustal,,14,Strike-slip,235,78,162,1.375841284,1.39830434,cmt_unc,20.01169632,21.37944436,-41.5616,174.3005,0.579080533,0.722577298,-41.55892923,174.3097177,20011.69632,-41.5661887,174.2963477,20011.69632,-41.55680747,174.3076753,21379.44436,-41.5640667,174.2943054,21379.44436
2017p865076,2017-11-17T01:52:58.997497Z,-43.5934,172.4073,9,CMT,CMT,3.8,Mw,CMT,0.176670862,4.218325567,M,,33,18,11,0.332105618,no,Crustal,,17,Contractional,148,87,-2,0.626260424,0.69783897,cmt_unc,8.361184018,9.058066624,-43.5934,172.4073,0.45656304,0.916676606,-43.59104914,172.4057978,8361.184018,-43.59585227,172.409862,8361.184018,-43.5912214,172.4054124,9058.066624,-43.59602454,172.4094766,9058.066624
2017p867039,2017-11-17T19:18:45.332705Z,-36.62507629,177.6104584,175.2193298,LOCSAT,iasp91,4.09570333,ML,uncorrected,0.488604206,4.09570333,M,,40,31,88,0.551001341,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,36.30734,51.970904,-94,1.586905039,1.277147807,domain,174.6651521,175.6711589,-36.62507629,177.6104584,0.50463289,0.550868737,-36.62892465,177.6014866,174665.1521,-36.61702768,177.6112762,174665.1521,-36.63283712,177.6088052,175671.1589,-36.62093959,177.618594,175671.1589
2017p876306,2017-11-21T05:36:27.298027Z,-40.13059998,174.112793,106.9633942,LOCSAT,iasp91,4.272439517,ML,uncorrected,0.249124409,4.272439517,M,,42,25,146,0.392104258,no,Slab,,3,Extensional,219.450229,63.982525,-127,1.919253574,2.054282892,domain,106.1082972,107.9543997,-40.13059998,174.112793,0.484282199,0.463190424,-40.12642047,174.1234388,106108.2972,-40.13990816,174.1093454,106108.2972,-40.12134177,174.1151895,107954.3997,-40.13482848,174.1010955,107954.3997
2017p879247,2017-11-22T07:42:57.690982Z,-36.3793,177.3813,5,CMT,CMT,5.3,Mw,CMT,0.204580682,4.717456004,M,,27,20,20,1.326727683,no,Crustal,,4,Extensional,310,62,-16,3.651837576,4.611302695,cmt_unc,2.999476508,7.071015123,-36.3793,177.3813,0.580124287,0.491343367,-36.39848091,177.3928425,2999.476508,-36.37852236,177.360556,2999.476508,-36.38300308,177.4074716,7071.015123,-36.36304828,177.3751887,7071.015123
2017p887092,2017-11-25T05:24:05.749588Z,-37.8427,178.1472,54,CMT,CMT,4.5,Mw,CMT,0.336605372,4.536027111,M,,73,60,60,0.58331509,no,Slab,hik_kerm_fault_300km_wgs84_poslon,6,Crustal block,352,68,166,1.800157295,1.939046071,cmt_unc,52.88311056,54.68096277,-37.8427,178.1472,0.605761329,0.621235404,-37.85310366,178.1445741,52883.11056,-37.83722552,178.1406238,52883.11056,-37.85183917,178.1526542,54680.96277,-37.83596143,178.1487023,54680.96277
2017p890712,2017-11-26T13:31:35.341527Z,-41.1684,174.6179,38,CMT,CMT,3.9,Mw,CMT,0.160274584,4.114895749,M,,47,33,33,0.489517053,no,Interface,hik_kerm_fault_300km_wgs84_poslon,12,Contractional,222,54,-87,1.45611987,1.135319276,cmt_unc,37.65571089,38.57420348,-41.1684,174.6179,0.469252389,0.374841471,-41.16522695,174.6254874,37655.71089,-41.17513397,174.6141169,37655.71089,-41.16128952,174.6194793,38574.20348,-41.17119595,174.6081086,38574.20348
2017p899950,2017-11-29T23:33:39.183575Z,-39.939,174.8639,102,CMT,CMT,4.2,Mw,CMT,0.172807695,4.477548611,M,,64,46,46,0.352100641,no,Slab,hik_kerm_fault_300km_wgs84_poslon,12,Contractional,147,80,20,1.208866892,1.339247001,cmt_unc,101.1075034,102.4264042,-39.939,174.8639,0.282918394,0.676697273,-39.9356554,174.8631739,101107.5034,-39.94466106,174.8711245,101107.5034,-39.93683264,174.8609232,102426.4042,-39.94583846,174.8688737,102426.4042
2017p916322,2017-12-06T00:56:45.304786Z,-39.0348,174.8454,172,CMT,CMT,4.6,Mw,CMT,0.388380949,4.871817166,M,,144,103,168,0.611457056,no,Slab,hik_kerm_fault_300km_wgs84_poslon,3,Extensional,27,18,171,2.697650099,2.887056572,cmt_unc,171.5348549,172.4270044,-39.0348,174.8454,0.489277565,0.521375744,-39.03987924,174.8238718,171534.8549,-39.01800851,174.8374551,171534.8549,-39.05066097,174.8524194,172427.0044,-39.02878711,174.8659957,172427.0044
2017p919876,2017-12-07T08:30:16.026184Z,-41.4181,173.4068,86,CMT,CMT,4.4,Mw,CMT,0.152954925,4.99812928,M,,74,44,169,0.590270926,no,Slab,hik_kerm_fault_300km_wgs84_poslon,14,Strike-slip,12,46,160,1.57829168,2.213671966,cmt_unc,85.2312328,86.82361515,-41.4181,173.4068,0.524988731,0.482778019,-41.42404749,173.3960852,85231.2328,-41.41012831,173.3999268,85231.2328,-41.42686389,173.4141037,86823.61515,-41.41294414,173.4179416,86823.61515
2017p925082,2017-12-09T06:44:11.358886Z,-42.2485,173.5967,17,CMT,CMT,3.8,Mw,CMT,0.125804759,4.118115364,M,,38,25,18,0.603738785,no,Interface,hik_kerm_fault_300km_wgs84_poslon,14,Strike-slip,342,86,-7,0.925404778,0.929278413,cmt_unc,16.369091,17.29610574,-42.2485,173.5967,0.512147142,0.680581409,-42.25267551,173.5980062,16369.091,-42.24476742,173.5944652,16369.091,-42.25249121,173.5987518,17296.10574,-42.24458315,173.5952108,17296.10574
2017p932437,2017-12-12T00:02:50.663129Z,-43.21673584,173.2365417,21.97581291,LOCSAT,iasp91,4.181553909,ML,uncorrected,0.390195805,4.181553909,M,,37,30,101,0.570712599,no,Interface,hik_kerm_fault_300km_wgs84_poslon,17,Contractional,59.917289,61.771875,147,1.738264195,1.541863083,domain,21.09227425,22.45076569,-43.21673584,173.2365417,0.501920363,0.650382206,-43.21700273,173.2243205,21092.27425,-43.20911911,173.2428082,21092.27425,-43.22267616,173.2288424,22450.76569,-43.21479182,173.2473312,22450.76569
2017p932667,2017-12-12T02:05:17.976713Z,-45.0011,166.5769,7,CMT,CMT,4,Mw,CMT,0.301146234,4.538894527,M,,20,15,42,1.012124694,no,Crustal,,24,Contractional,9,74,83,1.195059777,0.927691478,cmt_unc,6.702578529,7.594332811,-45.0011,166.5769,0.437871641,0.333524018,-45.00548564,166.5743002,6702.578529,-44.99506022,166.5778422,6702.578529,-45.00602336,166.5774447,7594.332811,-44.99559781,166.5809861,7594.332811
2017p952681,2017-12-19T11:48:31.028088Z,-42.4669,173.6452,5,CMT,CMT,4.5,Mw,CMT,0.223267818,4.549449677,M,,16,11,8,0.667546282,no,Crustal,hik_kerm_fault_300km_wgs84_poslon,17,Contractional,27,65,79,1.907302194,1.620543218,cmt_unc,4.438272041,5.906982979,-42.4669,173.6452,0.477153765,0.38246325,-42.47317541,173.637399,4438.272041,-42.45781248,173.6477744,4438.272041,-42.47593388,173.6448508,5906.982979,-42.46057029,173.6552248,5906.982979
2017p968142,2017-12-25T05:06:06.108293Z,-39.24917984,175.0181274,15.67103195,LOCSAT,iasp91,4.052774427,ML,uncorrected,0.192779565,4.052774427,M,,54,39,39,0.301033006,no,Crustal,,3,Extensional,203.718345,58.961608,-127,1.472589432,1.311663828,domain,14.99510126,16.11896368,-39.24917984,175.0181274,0.559205158,0.601435443,-39.24372236,175.0261239,14995.10126,-39.25598261,175.0196123,14995.10126,-39.24139711,175.0188828,16118.96368,-39.25365699,175.0123702,16118.96368
2018p012973,2018-01-05T19:12:08.638808Z,-41.8759,173.9917,19,CMT,CMT,4.2,Mw,CMT,0.222739887,4.505804174,M,,29,21,21,0.851580881,no,Interface,hik_kerm_fault_300km_wgs84_poslon,14,Strike-slip,198,68,69,2.05574613,1.579875735,cmt_unc,18.41757135,19.88240662,-41.8759,173.9917,0.432052974,0.397606929,-41.86889572,173.9975957,18417.57135,-41.88656891,173.9902138,18417.57135,-41.86730744,173.9907888,19882.40662,-41.88498022,173.9834051,19882.40662
2018p021170,2018-01-08T19:59:46.646367Z,-42.1742,172.8423,64,CMT,CMT,4.3,Mw,CMT,0.213507187,4.5134142,M,,37,27,24,0.57324723,no,Slab,hik_kerm_fault_300km_wgs84_poslon,14,Strike-slip,112,29,-34,1.462831398,2.137252351,cmt_unc,63.48480334,64.52096384,-42.1742,172.8423,0.510732394,0.497217041,-42.1639122,172.8381546,63484.80334,-42.16886956,172.8545626,63484.80334,-42.17950947,172.8296357,64520.96384,-42.18446804,172.846047,64520.96384
2018p027499,2018-01-11T04:11:44.700303Z,-37.23577118,178.9623871,12,LOCSAT,iasp91,4.332961397,ML,uncorrected,0.274190745,4.086490762,M,,31,23,23,0.769892835,no,Interface,hik_kerm_fault_300km_wgs84_poslon,6,Crustal block,4.618543,71.986562,89,1.919413572,1.990748548,domain,11.07912561,12.97229566,-37.23577118,178.9623871,0.480240344,0.486419268,-37.24400324,178.9588418,11079.12561,-37.22676361,178.9592198,11079.12561,-37.24409992,178.965758,12972.29566,-37.22686041,178.9661345,12972.29566
2018p043319,2018-01-17T00:40:53.987728Z,-36.6326,177.0562,6,CMT,CMT,4.3,Mw,CMT,0.245246325,4.296291958,M,,44,30,30,1.0302506,no,Crustal,,4,Extensional,36,34,-69,1.790148782,1.4070972,cmt_unc,5.585666059,6.372504828,-36.6326,177.0562,0.520279735,0.526580486,-36.63652581,177.0447319,5585.666059,-36.6231027,177.0557888,5585.666059,-36.64233305,177.0555858,6372.504828,-36.628909,177.0666416,6372.504828
